"","Protein","Min","Max"
"1065","Q0AFJ3",398,531
"1066","Q1QS64",373,507
"1067","Q3J9B6",353,486
"1068","Q3J9B6",544,673
"1069","Q3SWP9",375,510
"1070","A1SLK7",439,576
"1071","Q8YQJ1",336,459
"1072","Q8YQJ1",541,678
"1073","Q8EQU1",201,334
"1074","Q6YR66",129,262
"1075","A1B587",354,488
"1076","B2JKT4",473,606
"1077","B2JKT4",549,673
"1079","Q6MD64",426,559
"1080","P57873",341,474
"1081","P57873",532,663
"1082","Q6D9A5",407,540
"1083","Q6D9A5",407,542
"1084","Q3A4A7",455,588
"1085","Q3A4A7",646,777
"1086","A9BJ54",199,333
"1087","Q6LUJ2",406,539
"1088","Q6LUJ2",597,728
"1089","A1VNU2",500,633
"1090","B2RHM9",486,620
"1091","B2RHM9",678,809
"1092","A2C4P1",683,820
"1093","A2C4P1",888,1012
"1094","A2C6Q5",623,760
"1095","A2C6Q5",828,952
"1096","A2BYM0",661,798
"1097","A2BYM0",866,990
"1099","Q7VA20",634,771
"1100","Q7VA20",839,963
"1101","Q7V5M4",624,761
"1102","Q7V5M4",829,953
"1103","Q15V72",377,510
"1104","Q3IJ53",394,527
"1105","A4XYE0",336,469
"1106","A4XYE0",336,471
"1107","Q3KI84",345,478
"1108","Q88DV7",354,487
"1109","Q87WQ5",349,482
"1110","A4VPP0",345,478
"1111","Q1QEP5",417,550
"1112","Q1QEP5",618,739
"1113","A5WBS5",414,547
"1114","A5WBS5",615,736
"1115","A5WBS5",615,741
"1116","Q8XZV6",472,605
"1117","B3PXE3",423,556
"1118","Q21C31",384,519
"1119","Q2RMS0",373,507
"1120","Q2RMS0",565,696
"1121","Q3IYN5",341,475
"1122","A8GW31",334,468
"1123","A8F223",337,471
"1124","A7NID1",246,379
"1125","Q5LWL4",340,474
"1126","Q5LWL4",532,664
"1127","A1AV99",323,456
"1128","A1AV99",514,645
"1129","A1AV99",524,645
"1130","A4FM34",531,668
"1131","A8M746",494,631
"1132","A4X4N7",498,635
"1133","A8G907",402,535
"1134","A8G907",402,537
"1135","B0TQA2",401,534
"1136","B0TQA2",592,721
"1137","B0TQA2",602,721
"1138","Q8EHL5",393,526
"1139","Q8EHL5",584,713
"1140","Q8EHL5",594,713
"1141","B1KRR0",402,535
"1142","B1KRR0",593,722
"1143","B1KRR0",603,722
"1144","Q32BG5",397,530
"1145","Q32BG5",397,532
"1146","B9DVB7",458,591
"1147","Q47RV1",456,593
"1148","A5IJ09",189,323
"1149","P48515",79,212
"1150","B5ZBC9",123,256
"1151","B5ZBC9",314,442
"1153","Q9KU80",405,538
"1154","Q5E7L5",400,533
"1155","Q8DBW0",414,547
"1156","Q5GS99",287,421
"1157","Q3BRP5",411,544
"1158","Q3BRP5",602,734
"1159","B0U1Q8",399,532
"1160","A1JIW9",399,532
"1161","Q7UX15",37,165
"1162","Q0A8Z4",1,129
"1163","A5N6L8",275,408
"1164","A5N6L8",280,408
"1165","B7KJX0",33,163
"1166","B3ESU2",27,157
"1167","Q89BJ8",37,165
"1168","Q1QR19",44,172
"1169","A6Q241",28,157
"1170","Q30Q17",31,157
"1171","Q2J2Y0",37,165
"1172","Q3SVT1",37,165
"1173","B2J0M4",33,163
"1174","P13442",64,198
"1175","P52978",61,197
"1176","Q55002",33,152
"1177","Q2KTQ5",40,163
"1178","B1WUP2",336,465
"1179","Q2S9X0",327,461
"1181","A9HW20",40,163
"1182","Q7W2S3",40,163
"1183","Q2S204",42,165
"1184","Q2LWC5",39,162
"1185","O74945",476,603
"1186","Q754I9",89,217
"1187","B3M011",593,719
"1188","B4JSI3",59,183
"1189","Q6CK29",154,280
"1190","Q46497",8,145
"1191","Q46497",13,145
"1192","P43927",6,140
"1193","Q57918",20,155
"1194","Q46455",9,139
"1195","Q46455",9,146
"1196","Q46455",14,139
"1197","Q46455",14,146
"1198","Q46306",34,161
"1199","P70882",33,158
"1200","O52836",33,157
"1201","Q00937",33,158
"1202","P02994",44,188
"1204","Q15029",605,761
"1205","P32324",43,188
"1207","Q05639",44,190
"1208","B8D9K1",203,350
"1209","P57498",203,350
"1210","Q15VB8",205,359
"1211","B8D7V3",203,350
"1212","P0CT54",44,188
"1213","Q2HJN6",45,191
"1214","Q9YAV0",43,189
"1215","P35021",43,189
"1216","P35021",43,191
"1217","Q06193",43,197
"1219","O93637",305,454
"1220","O93640",27,192
"1221","Q47UW3",509,665
"1223","Q123W3",158,312
"1225","Q21M87",512,682
"1226","Q8EIJ7",498,642
"1227","Q10W80",513,683
"1228","Q10W80",518,683
"1230","Q088A4",498,642
"1231","Q9SI75",273,419
"1232","P0CN32",132,289
"1233","A9IW31",29,183
"1234","Q8G5B6",30,187
"1235","Q8G5B6",111,267
"1237","Q8G5B6",196,351
"1239","A4XI36",40,202
"1240","Q11HP9",29,183
"1241","A0M5A0",502,652
"1242","Q04ED6",510,665
"1243","B3PWR8",29,183
"1244","B4U0V9",500,655
"1245","Q8DVV4",500,655
"1246","P38525",174,340
"1247","B0KCJ7",173,339
"1248","B1LBP3",177,343
"1249","P08736",44,190
"1250","Q2HJN4",44,190
"1251","P86934",44,190
"1252","Q40034",247,399
"1253","Q2HJN9",44,190
"1254","P53013",44,190
"1255","Q90835",44,190
"1256","P0CN30",44,188
"1257","P0CN30",257,409
"1258","P31018",44,188
"1259","P31018",245,398
"1260","O49169",247,400
"1261","A3CTG3",44,181
"1262","A3CTG3",188,325
"1263","A5DPE3",44,188
"1265","Q9HDF6",44,188
"1266","Q26487",30,176
"1267","P17196",43,189
"1268","P86933",44,190
"1269","Q03033",247,399
"1270","Q6FYA7",43,201
"1274","Q6BJ25",43,192
"1275","A7I4X4",48,200
"1276","Q8PUR7",27,192
"1277","Q2NEL0",305,456
"1278","Q875Z2",43,201
"1280","Q5JFZ3",305,455
"1282","Q5JFZ3",310,455
"1283","Q13UU8",158,312
"1284","Q15YP4",338,487
"1285","Q660H9",463,617
"1287","Q660H9",474,617
"1288","Q3A6Q0",40,197
"1289","A1KB30",240,395
"1290","B3QY21",350,521
"1291","Q0BSG5",186,335
"1293","A6W5T4",189,344
"1294","A6W5T4",262,400
"1295","A6W5T4",262,410
"1296","Q3SSW9",331,488
"1297","B2J5B0",371,522
"1298","Q6CZW5",510,657
"1299","Q1MIE4",29,183
"1300","Q1AU26",44,205
"1301","Q1GP96",29,185
"1303","Q8E3E7",500,655
"1304","A5IM80",177,343
"1305","B3CLA3",244,405
"1307","P13549",44,190
"1308","Q7MI49",330,487
"1309","Q7MI49",339,487
"1310","Q7MI49",513,670
"1311","P0CN33",132,289
"1312","Q8DXS7",500,655
"1313","C5BQ43",508,665
"1314","P06805",44,188
"1315","P0CT53",44,188
"1316","Q32PH8",44,190
"1317","P17508",44,190
"1318","P02993",44,190
"1319","Q00251",44,188
"1320","P29520",44,190
"1321","Q92005",44,190
"1322","Q8TYP6",13,171
"1323","Q8TYP6",178,325
"1325","P27592",44,190
"1326","Q01520",45,189
"1327","P32186",44,187
"1328","P32186",256,401
"1329","P32186",256,408
"1331","Q9V0V7",184,337
"1333","A4WKK8",54,198
"1334","Q8U152",184,337
"1336","O42820",44,188
"1337","Q09069",45,189
"1338","A3DMQ1",44,190
"1339","O24534",247,399
"1340","O59949",44,188
"1341","Q8SQT7",403,562
"1342","Q8SQT7",408,562
"1344","Q464Z3",27,192
"1345","Q464Z3",43,192
"1346","Q464Z3",43,200
"1347","Q6L200",305,455
"1348","P61878",305,455
"1350","P61878",310,455
"1351","B6YVG5",305,455
"1353","B6YVG5",310,455
"1354","Q979T3",48,212
"1355","Q979T3",305,455
"1356","Q2S909",180,340
"1357","Q2S909",508,663
"1358","Q21M89",508,665
"1359","Q0AXN1",321,479
"1361","Q0AXN1",326,479
"1363","Q0HRE9",498,642
"1364","O83464",492,660
"1365","Q5E7H2",513,683
"1366","A8P1W0",123,285
"1367","B6H460",133,287
"1368","Q89J81",173,332
"1369","Q89J81",173,339
"1372","B2UYA7",185,338
"1373","B8I5N7",495,644
"1374","B6J266",298,449
"1375","A7MKJ6",510,657
"1376","Q03PV4",498,647
"1377","B2G8Y0",502,646
"1378","B2G8Y0",502,657
"1379","Q6F0J4",151,304
"1380","A5IZ33",258,405
"1382","Q1QN33",331,488
"1383","C6DG80",510,657
"1384","A2BYN5",40,178
"1385","A2BT84",40,178
"1386","Q2K9L9",29,183
"1387","Q98N59",29,183
"1388","A1USC1",18,165
"1389","Q5GSU2",10,171
"1390","A1USL2",18,165
"1391","Q2HJN8",44,190
"1392","Q71V39",44,190
"1393","P86939",44,190
"1394","P0CT55",44,188
"1395","P40911",45,189
"1396","A8MAJ1",53,197
"1397","Q96WZ1",45,189
"1398","P90519",44,186
"1399","P90519",44,197
"1400","A2BN41",44,190
"1401","A8ABM5",45,191
"1402","B8GIQ3",188,325
"1403","B8GIQ3",238,388
"1404","B8GIQ3",243,388
"1406","Q2NEL1",13,171
"1407","Q9YIC0",44,190
"1408","Q41011",247,399
"1409","O93729",54,198
"1410","Q8LPC4",44,190
"1411","A1RRJ3",54,198
"1412","O28385",303,454
"1413","O51634",463,617
"1415","Q12JZ0",329,486
"1416","Q12JZ0",338,486
"1417","Q12JZ0",498,642
"1418","Q9KPM5",330,487
"1419","Q9KPM5",339,487
"1420","A8AQM8",510,657
"1421","A6LPQ8",173,331
"1422","A6LPQ8",173,338
"1423","A0PXU3",40,208
"1424","B6J5C9",298,449
"1425","Q839G9",173,332
"1427","B2GDX1",502,646
"1428","B2GDX1",502,657
"1429","A5VLK8",502,646
"1430","A5VLK8",502,657
"1431","Q03ZQ2",505,654
"1432","Q03ZQ2",505,665
"1433","Q03ZQ2",510,654
"1434","Q03ZQ2",510,665
"1437","Q2GD82",174,340
"1439","Q4FLL6",259,406
"1440","A3PEZ8",40,178
"1441","C3MAX7",332,475
"1443","Q73H85",3,164
"1444","A8LLG2",18,165
"1445","Q1GDV0",18,165
"1446","P29521",247,399
"1447","Q27139",44,190
"1448","Q27139",247,399
"1449","Q27139",252,399
"1450","P17506",47,193
"1451","P17506",123,285
"1452","Q59QD6",44,188
"1454","P05303",44,190
"1455","P14864",44,188
"1456","P17507",44,190
"1457","P14865",44,188
"1458","Q5VTE0",44,190
"1459","P50256",44,190
"1460","P28295",44,188
"1461","P19039",44,190
"1462","P41752",44,188
"1464","P41745",44,188
"1465","P0CN31",44,188
"1466","P0CN31",257,409
"1467","P41203",45,191
"1468","P34825",45,189
"1469","A2STF0",238,388
"1471","A2STF0",243,388
"1473","A5ULM5",13,171
"1474","A5ULM5",228,378
"1475","A5ULM5",233,378
"1477","O27132",13,171
"1478","Q74MI6",184,330
"1479","Q74MI6",189,330
"1481","Q01372",45,189
"1482","P17786",247,399
"1483","Q976B1",43,189
"1484","Q875S0",43,201
"1486","Q8TRC3",27,192
"1487","P26752",305,455
"1488","P28371",513,683
"1489","P28371",518,683
"1492","Q0SMG2",463,617
"1494","Q6FZB9",29,183
"1495","B9MQH0",40,202
"1496","Q1WVA0",503,658
"1497","B1MW21",505,654
"1498","B1MW21",505,665
"1499","B1MW21",510,654
"1500","B1MW21",510,665
"1503","Q73IX6",3,164
"1504","Q5GRY3",3,164
"1505","Q11HA6",3,165
"1506","A3PGI1",18,165
"1507","P0CY35",44,188
"1509","P61877",305,455
"1511","P61877",310,455
"1512","C5A6N7",305,455
"1514","C5A6N7",310,455
"1515","C6A4M0",305,455
"1517","C6A4M0",310,455
"1518","Q3JV86",158,313
"1519","Q74A61",413,562
"1520","Q6LST1",330,487
"1521","Q6LST1",339,487
"1522","Q6LST1",513,677
"1523","Q9I244",181,342
"1524","Q9I244",181,349
"1525","A8PXR7",70,233
"1526","B4RSU5",330,487
"1527","B4RSU5",339,487
"1528","B4RSU5",499,643
"1529","B4RSU5",513,670
"1530","B4RSU5",513,683
"1531","B3DT30",30,187
"1532","B3DT30",111,267
"1534","B3DT30",196,351
"1536","Q8R7V1",173,339
"1537","Q3JZB5",500,655
"1538","B9K883",177,343
"1539","B0K5P0",173,339
"1540","Q3SLQ2",29,185
"1541","B1GZ80",259,406
"1542","O74718",275,423
"1543","Q981F7",3,165
"1544","Q3J5S4",18,165
"1545","O74774",214,359
"1546","P32769",204,348
"1547","P32769",352,498
"1549","O08582",182,346
"1550","O08582",182,348
"1553","Q0IFX5",219,360
"1554","Q0IFX5",219,370
"1555","D2XV59",182,346
"1556","D2XV59",182,348
"1559","Q58DC5",182,346
"1560","Q58DC5",182,348
"1563","Q5XGS8",171,335
"1564","Q5XGS8",171,337
"1567","Q8I335",221,383
"1568","O00178",182,346
"1569","O00178",182,348
"1572","B0WXB8",194,361
"1574","Q9XEK9",453,624
"1576","P46199",398,553
"1577","Q8PU78",137,302
"1578","A4YCQ5",16,173
"1579","Q3IMS5",238,402
"1580","A4WIK2",258,422
"1581","O58822",710,863
"1582","A3DMS0",34,203
"1583","P95691",32,200
"1584","Q5JGR9",574,742
"1585","Q5JGR9",810,963
"1586","C1F697",481,635
"1587","Q5PAJ5",508,669
"1588","Q5PAJ5",508,678
"1591","A9VT50",372,534
"1592","A4XL70",538,704
"1593","C3PH19",389,546
"1595","B7KIU2",55,204
"1596","B7KIU2",55,214
"1597","B7KIU2",795,942
"1598","Q038M5",626,787
"1599","A5VJE0",452,611
"1601","A4SY78",53,211
"1602","A4SY78",600,767
"1603","A4SY78",617,767
"1604","Q7MXE4",298,455
"1606","Q6A7M5",662,823
"1608","C0ZYA5",465,622
"1609","Q2J2J9",562,733
"1610","A9MP36",661,805
"1611","Q8Z3H7",660,804
"1612","Q12QI1",653,797
"1614","B2U207",658,802
"1615","Q1GVI9",544,703
"1617","Q82K53",527,684
"1618","B4SQS0",625,796
"1619","Q31LL9",725,872
"1620","B1XI09",671,818
"1621","A5GVG4",801,948
"1622","Q0I7K2",824,971
"1623","Q0AYI8",560,726
"1624","Q0AYI8",565,726
"1625","Q8DK04",647,794
"1626","Q8DK04",647,798
"1627","Q9WZN3",378,538
"1628","Q9SHI1",702,849
"1629","Q9SHI1",702,855
"1632","Q3IMM5",15,177
"1633","O29490",19,179
"1634","G0S8G9",575,712
"1635","B9LQL7",18,179
"1637","Q5UXU6",22,183
"1639","Q8TV06",260,420
"1640","B1YCQ7",257,421
"1641","Q10251",335,476
"1642","Q2GKQ2",499,660
"1643","Q2GKQ2",499,669
"1646","Q65ZX2",553,711
"1647","Q65ZX2",553,712
"1650","Q65ZX2",558,711
"1651","Q65ZX2",558,712
"1652","Q8RA37",391,553
"1653","A0RQZ4",536,702
"1656","A0RQZ4",546,702
"1658","Q3B1Z8",597,758
"1659","B3QQI2",621,782
"1660","A1BDF1",673,834
"1661","B0BB83",600,756
"1663","Q97I51",375,537
"1664","A4J5X2",224,390
"1666","A4J5X2",236,390
"1669","A4J5X2",248,390
"1670","A4J5X2",248,412
"1672","A4J5X2",260,412
"1675","Q3YS01",524,684
"1677","A6GWV8",233,394
"1678","Q2J728",742,906
"1679","A8L6F4",726,890
"1680","Q5NIL7",544,705
"1681","Q74CT3",560,727
"1682","A1WXV1",380,531
"1684","Q28WF7",311,463
"1685","B3WER5",626,787
"1686","Q049V5",525,684
"1687","Q72NX3",568,717
"1689","Q71ZZ7",482,641
"1691","A1U600",333,485
"1692","Q1GXD6",584,750
"1693","Q1GXD6",589,750
"1694","A4TCF8",414,571
"1695","Q98R05",196,355
"1697","A1T7H8",414,571
"1698","Q2G5E7",574,733
"1700","B1XV89",597,764
"1701","B1XV89",614,764
"1702","A3PEY3",870,1014
"1703","A3PEY3",870,1029
"1704","A9BCI5",808,955
"1705","Q7UZZ9",324,475
"1706","P55875",560,710
"1707","P55875",734,896
"1708","B1VYN5",519,676
"1709","Q2JSB7",725,872
"1710","Q2JMD7",748,895
"1711","A5GNJ0",317,473
"1712","A5GNJ0",324,473
"1713","A5GNJ0",325,473
"1714","A5GNJ0",818,965
"1715","Q7U8L9",345,492
"1716","Q3AZB7",871,1018
"1717","P72689",645,785
"1718","P72689",696,843
"1719","B0K1D6",376,538
"1720","C4L8X4",609,768
"1721","C4L8X4",609,770
"1724","Q7M7X5",620,782
"1725","Q8PJ55",646,817
"1726","Q73FL0",266,418
"1727","Q4UWA2",644,815
"1728","Q8TQL5",143,308
"1729","Q8ZX20",258,422
"1730","A3MTU7",259,423
"1731","Q8U1R8",650,803
"1732","B6YWH3",27,195
"1733","B6YWH3",263,416
"1734","C1DFK9",344,494
"1735","Q65JI1",399,561
"1736","Q7VQM3",602,763
"1737","Q493T7",157,313
"1739","Q0SM50",452,610
"1740","Q0SM50",452,611
"1743","Q0SM50",457,610
"1744","Q0SM50",457,611
"1745","Q89AF5",572,721
"1746","B3PI96",781,922
"1747","A9WGP6",221,382
"1749","B3EFB1",634,795
"1750","Q9PKU0",600,756
"1752","B0B9K4",600,756
"1754","Q895J8",362,531
"1755","A4QEZ2",486,643
"1757","A9KBM1",501,660
"1758","A7MQE1",671,815
"1759","Q30WJ0",669,827
"1760","Q6AJY4",11,173
"1761","Q6AJY4",27,173
"1763","Q835U8",482,643
"1765","P18311",467,628
"1766","A7NEI8",544,705
"1767","Q5L0I8",439,598
"1769","A0LXQ1",208,363
"1770","A0LXQ1",208,376
"1775","Q1G9P9",525,684
"1776","Q9X764",438,591
"1777","A9KNW4",357,517
"1779","A9KNW4",362,517
"1783","A9KNW4",367,517
"1786","A9KNW4",372,517
"1787","A9KNW4",394,568
"1788","A9KNW4",410,568
"1790","B2G6V6",452,611
"1792","C1D8X2",449,600
"1793","Q04U31",546,695
"1795","B0JU67",705,852
"1796","B1MD87",396,553
"1797","Q1DAM6",578,734
"1798","A7HZ93",573,724
"1799","B4S4S6",618,779
"1800","A1ST45",579,738
"1801","A1ST45",579,740
"1804","Q7URR0",116,263
"1805","Q7URR0",116,265
"1806","C1B313",458,615
"1807","Q21H61",759,900
"1808","A3QGU5",78,222
"1809","A3QGU5",78,230
"1810","A3QGU5",584,743
"1812","A3QGU5",594,743
"1813","A5VCZ5",556,714
"1815","B2FN90",623,794
"1816","Q5N0A5",725,872
"1817","Q3AHW1",799,946
"1818","C5BPV9",791,932
"1819","B0K9Q0",375,537
"1820","Q10XM3",323,474
"1821","P57997",25,166
"1823","P57997",691,838
"1824","P57997",691,847
"1827","A8MBV9",258,420
"1828","A2BJZ8",263,423
"1829","Q9UZK7",658,811
"1830","B8GAE2",229,390
"1832","B3ELN8",593,754
"1833","A4SGG2",582,743
"1834","B9LBJ2",221,382
"1836","Q8KFT1",596,757
"1837","Q1QSZ0",333,484
"1838","A8AQ58",662,806
"1839","B6J6B1",501,660
"1840","B8HUA9",698,845
"1841","Q2GGQ8",518,678
"1843","Q9ZF25",665,809
"1844","A5FJF9",637,799
"1845","Q0RDS4",701,865
"1846","B0TWR3",542,703
"1847","Q14K20",544,705
"1848","Q39VA6",561,728
"1849","P04766",441,600
"1851","B5Z6E6",444,607
"1852","A6W7Z2",719,891
"1853","B5XSX4",664,808
"1854","Q04ZJ5",558,707
"1856","Q8F7K1",557,706
"1858","C1L2N1",482,641
"1860","C5C9T1",218,363
"1861","Q8EQU1",436,597
"1862","Q3A4A7",438,588
"1864","Q3A4A7",656,827
"1865","B2RHM9",298,455
"1867","A2C6Q5",818,965
"1868","Q7VA20",324,484
"1869","Q7VA20",829,976
"1870","Q7V5M4",819,966
"1871","Q3IJ53",376,527
"1872","A7NID1",99,264
"1873","A1AV99",75,243
"1874","Q8EHL5",654,798
"1876","Q32BG5",658,802
"1877","A5IJ09",381,541
"1878","Q5GS99",479,624
"1880","Q3BRP5",646,817
"1881","A1WMW4",255,423
"1882","Q4JWS1",274,425
"1883","Q92BN4",274,426
"1885","Q126K0",255,424
"1886","A1WAW8",255,423
"1887","A9BNJ8",255,423
"1888","B9MDP9",255,423
"1889","A1TLE7",255,423
"1890","A4G6S1",376,525
"1891","A1VRT5",255,424
"1892","B0C6Z1",320,480
"1894","B1WUP2",322,482
"1896","Q2S9X0",318,461
"1897","Q74IG8",200,350
"1898","Q8YP23",368,524
"1899","Q8YP23",373,524
"1900","Q48DZ2",362,517
"1901","Q48DZ2",367,517
"1902","P53893",486,635
"1904","Q041Z5",200,350
"1905","Q0ADD1",167,329
"1906","C3K5A9",29,179
"1907","C3K5A9",362,517
"1908","C3K5A9",367,517
"1909","B5FA93",362,517
"1910","B5FA93",367,517
"1911","Q3M7Y0",368,524
"1912","Q3M7Y0",373,524
"1913","Q38VL2",365,518
"1914","Q4KIC9",362,517
"1915","Q4KIC9",367,517
"1916","C5BNW9",320,471
"1917","Q5E7K1",362,517
"1918","Q5E7K1",367,517
"1919","B6Q1T9",37,200
"1920","Q6FLG2",527,675
"1921","A5DTX8",2,163
"1922","A5DTX8",2,165
"1923","Q5BJP6",247,393
"1925","Q5BJP6",252,393
"1926","B4HEQ8",353,508
"1927","Q57918",15,155
"1928","F4K410",507,655
"1929","Q46306",275,418
"1931","O25225",412,560
"1932","Q5F3X4",605,761
"1933","O08810",604,760
"1934","A4FUD3",605,761
"1935","Q9ZLZ3",412,560
"1936","P02994",257,434
"1938","P39730",411,594
"1939","Q18905",196,385
"1940","A6QB12",260,438
"1943","A6QB12",265,438
"1944","P56893",260,453
"1945","P56893",268,453
"1946","P56893",273,453
"1947","P34823",247,424
"1948","P0CT54",257,438
"1949","P0CT54",257,441
"1952","Q2HJN6",260,437
"1953","Q8GTY0",247,424
"1954","C4YJQ8",43,221
"1955","C4YJQ8",397,573
"1956","Q874B9",43,221
"1957","Q487Z1",13,201
"1958","Q118Z3",16,202
"1959","Q2KV83",40,222
"1960","Q1D777",177,360
"1961","A4XI36",16,202
"1962","C0QQM0",16,204
"1963","B4U0V9",495,676
"1964","Q8DVV4",495,676
"1965","P38525",295,485
"1966","Q40034",247,424
"1967","P53013",259,436
"1968","P53013",259,440
"1969","Q90835",259,440
"1971","P0CN30",257,434
"1973","O49169",247,424
"1974","A5DPE3",257,434
"1976","A5DPE3",257,438
"1979","P27634",208,385
"1980","P27634",208,390
"1983","Q9HDF6",259,436
"1985","Q6FYA7",397,573
"1986","Q6BJ25",43,221
"1987","Q6BJ25",397,573
"1988","Q6CPQ9",43,221
"1989","A5DI11",43,221
"1990","A5DI11",397,573
"1991","Q13UU8",158,339
"1992","Q3A6Q0",16,197
"1993","A0LRL7",18,199
"1994","A4G9U1",180,361
"1995","A2RP72",16,197
"1996","A2RP72",510,691
"1997","Q3SSW9",16,197
"1998","Q8E3E7",495,676
"1999","P13549",259,440
"2001","Q8DXS7",495,676
"2002","P0DH99",247,424
"2003","P06805",93,274
"2004","P0CT53",257,438
"2005","P0CT53",257,441
"2008","Q0WL56",247,424
"2009","P02993",259,436
"2010","Q00251",256,433
"2011","Q00251",256,437
"2014","Q92005",259,436
"2016","P27592",259,440
"2017","Q01520",258,439
"2019","P32186",256,433
"2022","O24534",247,424
"2023","O59949",257,435
"2025","O59949",257,439
"2031","O59949",262,435
"2032","O59949",262,439
"2033","Q5A0M4",43,221
"2034","Q5A0M4",397,573
"2035","Q23716",293,477
"2036","Q8SQT7",315,498
"2037","Q8SQT7",315,501
"2038","Q8SQT7",403,581
"2039","Q8SQT7",403,586
"2040","O14460",43,221
"2041","O83464",12,194
"2042","A8P1W0",123,310
"2043","Q492B1",16,199
"2044","A8Z6I6",17,204
"2045","Q2N9A7",40,217
"2046","A6T3K7",180,361
"2047","Q03PV4",18,199
"2048","B2G8Y0",489,673
"2050","B2G8Y0",497,678
"2051","Q2W2I8",16,204
"2052","B2HSL2",19,201
"2053","Q8EX19",16,196
"2054","Q2RQV7",16,197
"2055","Q8D3H2",180,362
"2056","A5CUB6",18,198
"2057","Q2JFH8",18,197
"2058","Q8W4H7",247,424
"2059","P0CT55",257,438
"2060","P0CT55",257,441
"2063","P40911",94,275
"2064","P40911",258,435
"2065","P40911",258,439
"2068","Q96WZ1",94,275
"2069","Q96WZ1",258,435
"2070","Q96WZ1",258,439
"2073","P90519",243,420
"2074","A2BN41",248,433
"2076","Q41011",247,424
"2077","Q8LPC4",251,428
"2079","P28996",397,576
"2080","Q8A474",502,685
"2081","A5ELN0",16,197
"2082","B2GDX1",18,199
"2083","B2GDX1",489,673
"2085","B2GDX1",497,678
"2086","A5VLK8",489,673
"2088","A5VLK8",497,678
"2089","P75544",226,404
"2091","A1T4L5",18,200
"2092","P29542",18,197
"2093","Q0AF46",18,196
"2094","C5C0J3",18,197
"2095","A5FIJ9",18,203
"2096","A3PEZ7",18,195
"2097","B8HD11",18,197
"2098","A9WSW5",18,197
"2099","C5BQ44",18,196
"2100","P17506",262,439
"2101","P17506",262,443
"2104","Q59QD6",257,434
"2106","Q59QD6",257,438
"2109","P05303",259,436
"2111","P14864",93,274
"2112","P17507",259,440
"2114","P14865",93,274
"2115","Q5VTE0",259,440
"2117","P50256",251,428
"2119","P28295",93,274
"2120","P19039",259,436
"2122","P41752",257,434
"2124","P41752",257,438
"2127","P41745",257,434
"2128","P41745",257,438
"2131","P0CN31",257,434
"2133","P34825",258,439
"2134","P34825",258,440
"2137","Q41803",247,424
"2139","Q41803",252,424
"2140","Q01372",258,439
"2142","Q754C8",397,573
"2143","Q1HPK6",468,648
"2145","Q875S0",397,573
"2146","Q60BD3",338,519
"2147","P28371",14,202
"2148","Q64NK6",502,685
"2149","B9MQH0",16,202
"2150","Q0BYB1",29,210
"2151","Q9CDG1",16,197
"2152","Q9CDG1",510,691
"2153","Q1WVA0",498,679
"2154","Q38UQ9",18,199
"2155","B1MGH8",18,200
"2156","P47335",226,404
"2157","Q0AIJ7",18,196
"2158","A0JZ88",18,197
"2159","B0RB36",18,198
"2160","Q0RRS3",18,197
"2161","A8G708",18,195
"2162","A6MW28",178,357
"2163","A8M531",18,197
"2164","Q73PN3",18,204
"2165","P0CY35",257,434
"2167","P0CY35",257,438
"2170","P23112",373,549
"2171","Q2IJ93",16,197
"2172","Q87M30",13,201
"2173","A8PXR7",70,258
"2174","Q5L8A7",502,685
"2175","A6KYJ7",502,685
"2176","Q057A1",180,363
"2178","Q3JZB5",495,676
"2179","A5CXN7",16,195
"2180","B1MGH7",18,197
"2181","Q7UZY7",18,195
"2182","A4XBP8",18,197
"2183","O83217",18,204
"2184","A1R8U9",18,197
"2185","A2C4U5",18,195
"2186","Q83NT9",18,198
"2187","A6QLJ3",74,257
"2188","Q8C3X4",56,239
"2189","A5K6I6",197,376
"2190","C5DWG7",69,263
"2191","Q4DKF7",102,290
"2192","Q4DZ91",102,290
"2193","A8QCE7",59,238
"2194","Q8N442",74,257
"2195","Q8I335",240,419
"2196","Q7RJ38",209,388
"2197","B3L3C9",207,386
"2198","A4FZQ3",11,196
"2199","Q8PU78",15,196
"2200","Q6M0I6",11,196
"2201","A4YCQ5",16,199
"2202","A0B8Q6",26,206
"2203","Q3IMS5",23,204
"2204","Q3IMS5",243,434
"2205","Q5RDE1",637,820
"2206","A3DMS0",19,203
"2207","P95691",17,200
"2208","Q9HJ60",22,202
"2209","Q5PAJ5",572,758
"2210","A9VT50",389,577
"2211","A3DE44",201,383
"2213","C3PH19",394,581
"2214","B8J1Y4",673,855
"2216","Q1WUF4",437,618
"2217","C0M8P7",206,381
"2218","Q31LL9",236,415
"2219","O29490",19,199
"2220","G0S8G9",529,712
"2221","B9LQL7",18,199
"2222","Q5UXU6",22,203
"2223","A6UVG0",11,196
"2224","Q0W8X2",19,199
"2225","Q466D5",15,196
"2226","Q2FU48",26,206
"2227","Q8TV06",16,199
"2228","Q10251",490,673
"2229","A1RXH6",18,201
"2230","Q97BK4",22,202
"2231","A8MFA8",403,584
"2232","B8FCY5",716,897
"2233","B8FCY5",716,903
"2236","A1WXV1",380,569
"2237","Q17WQ8",622,805
"2238","Q5ZRV4",362,538
"2239","Q5ZRV4",362,547
"2240","Q71ZZ7",482,663
"2241","Q03FS3",601,777
