"","Protein","Min","Max"
"2465","A1KWG2",165,306
"2467","Q1QQU0",31,159
"2469","Q1QQU0",69,210
"2478","Q1QQU0",74,210
"2486","Q1QQU0",77,210
"2488","Q5Z041",9,159
"2489","Q5Z041",32,180
"2490","Q5Z041",37,180
"2492","Q5Z041",37,186
"2493","Q5Z041",68,210
"2499","Q5Z041",70,210
"2511","Q5Z041",75,210
"2516","Q5Z041",120,267
"2517","Q5Z041",138,274
"2519","Q5Z041",138,282
"2521","Q5Z041",165,293
"2522","A1SMB4",39,188
"2523","A1SMB4",72,212
"2531","A1SMB4",77,212
"2535","A1SMB4",140,285
"2538","A1SMB4",366,503
"2541","B2IYX1",36,180
"2542","B2IYX1",77,211
"2544","B2IYX1",120,270
"2545","Q8EPQ0",12,158
"2547","Q8EPQ0",30,179
"2549","Q8EPQ0",35,179
"2553","Q8EPQ0",35,185
"2554","Q8EPQ0",40,179
"2558","Q8EPQ0",40,185
"2559","Q8EPQ0",60,210
"2560","Q8EPQ0",68,210
"2569","Q8EPQ0",145,283
"2573","Q8EPQ0",164,301
"2574","B6JD21",36,180
"2576","B6JD21",36,186
"2580","B6JD21",69,210
"2589","B6JD21",74,210
"2597","A5CDM6",69,210
"2606","A5CDM6",74,210
"2614","A1R787",32,180
"2615","A1R787",70,210
"2623","A1R787",75,210
"2627","A1R787",165,296
"2629","B2JHD7",31,159
"2632","B2JHD7",36,186
"2634","B2JHD7",69,211
"2643","B2JHD7",74,211
"2651","B2JHD7",165,306
"2652","Q6MEQ6",7,158
"2653","Q6MEQ6",30,158
"2654","Q6MEQ6",35,185
"2655","Q6MEQ6",68,210
"2658","Q6MEQ6",73,210
"2661","Q6MEQ6",119,266
"2663","C0QUB5",34,186
"2664","C0QUB5",36,186
"2665","C0QUB5",69,211
"2674","C0QUB5",74,211
"2682","C0QUB5",77,211
"2684","Q7MYX6",36,180
"2685","Q7MYX6",36,186
"2686","Q7MYX6",165,300
"2687","B3QZT1",18,158
"2690","B3QZT1",31,158
"2691","B3QZT1",67,209
"2697","B3QZT1",69,209
"2709","Q4ZYK1",31,180
"2711","Q1QA43",31,159
"2712","Q1QA43",31,180
"2715","Q1QA43",34,180
"2718","Q1QA43",34,186
"2723","Q1QA43",36,180
"2726","Q1QA43",36,186
"2731","Q1QA43",74,211
"2739","Q1QA43",198,345
"2742","A1S9H3",31,159
"2745","A1S9H3",36,186
"2746","A1S9H3",69,211
"2750","A1S9H3",74,211
"2754","C3M9X9",13,159
"2757","C3M9X9",31,159
"2758","C3M9X9",36,186
"2759","C3M9X9",61,210
"2760","C3M9X9",69,210
"2766","C3M9X9",74,210
"2772","Q022G3",35,179
"2774","Q022G3",35,185
"2775","Q022G3",68,210
"2781","Q022G3",73,210
"2786","Q022G3",164,302
"2788","Q1GSF4",69,211
"2792","Q1GSF4",74,211
"2798","Q1GSF4",121,267
"2799","Q1GSF4",121,270
"2800","C0MBS1",70,212
"2806","C0MBS1",77,212
"2807","A8AWM9",37,181
"2809","A8AWM9",70,212
"2815","A8AWM9",77,212
"2816","A8AWM9",166,309
"2818","P95758",32,180
"2821","P95758",32,186
"2822","P95758",37,180
"2824","P95758",37,186
"2828","P95758",70,210
"2840","P95758",75,210
"2845","P95758",138,283
"2847","Q04KK7",70,212
"2853","Q04KK7",77,212
"2854","Q04KK7",166,313
"2855","Q8P0I6",70,212
"2861","Q8P0I6",77,212
"2862","Q8P0I6",166,309
"2863","B8ZPS8",68,210
"2869","B8ZPS8",75,210
"2870","B8ZPS8",164,311
"2871","Q2LR77",34,180
"2873","Q2LR77",34,186
"2874","Q2LR77",36,180
"2876","Q2LR77",36,186
"2877","Q2LR77",69,212
"2883","Q2LR77",74,212
"2889","Q2JS78",115,248
"2890","Q2JS78",115,249
"2891","Q2JS78",120,270
"2892","Q2JS78",165,300
"2893","B1XN32",36,180
"2894","Q5N4J6",36,180
"2896","Q5N4J6",69,211
"2905","Q5N4J6",115,248
"2906","Q5N4J6",115,253
"2907","Q5N4J6",120,270
"2908","Q5N4J6",165,310
"2910","Q0AWJ4",35,179
"2912","Q0AWJ4",35,185
"2913","Q0AWJ4",68,210
"2919","Q0AWJ4",73,210
"2925","B7IGK8",34,162
"2926","B7IGK8",39,189
"2927","B7IGK8",44,189
"2929","B7IGK8",70,213
"2935","B7IGK8",72,213
"2944","B7IGK8",77,213
"2952","B7IGK8",80,213
"2954","A6LJZ0",34,162
"2955","A6LJZ0",39,189
"2956","A6LJZ0",70,213
"2964","A6LJZ0",72,213
"2976","A6LJZ0",77,213
"2986","A6LJZ0",80,213
"2988","B9K736",41,191
"2989","B9K736",74,215
"2998","B9K736",77,215
"3009","B9K736",79,215
"3017","B9K736",203,347
"3019","B0KAB8",33,185
"3020","B0KAB8",35,185
"3021","B0KAB8",68,209
"3030","B0KAB8",73,209
"3038","B1LA53",41,191
"3039","B1LA53",74,215
"3048","B1LA53",77,215
"3059","B1LA53",79,215
"3067","B1LA53",82,215
"3069","B5YJ65",67,211
"3075","B5YJ65",69,211
"3084","B5YJ65",72,211
"3095","B5YJ65",74,211
"3103","Q3SKG2",36,180
"3105","Q3SKG2",36,186
"3109","Q3SKG2",69,211
"3115","Q3SKG2",74,211
"3121","Q73LW4",32,161
"3122","Q73LW4",37,188
"3126","Q73LW4",70,213
"3128","Q73LW4",75,213
"3131","Q10XA1",36,180
"3132","Q10XA1",69,211
"3138","B1AJA2",31,159
"3139","B1AJA2",69,210
"3151","A7N0G2",36,180
"3152","A7N0G2",36,186
"3153","A7N0G2",69,211
"3159","A7N0G2",74,211
"3164","A7N0G2",77,211
"3166","Q5E871",31,159
"3168","Q5E871",36,180
"3169","Q5E871",36,186
"3170","Q5E871",69,211
"3176","Q5E871",74,211
"3181","Q6E0U3",36,180
"3182","Q6E0U3",36,186
"3183","Q6E0U3",69,211
"3189","Q6E0U3",74,211
"3194","Q6E0U3",77,211
"3196","Q8D279",31,161
"3197","Q8D279",74,212
"3204","Q8D279",77,212
"3208","B3CNP2",64,210
"3211","B3CNP2",77,210
"3213","Q5GTG3",31,181
"3214","Q5GTG3",34,181
"3215","Q5GTG3",64,210
"3218","Q5GTG3",67,210
"3224","Q5GTG3",77,210
"3226","Q8PN23",16,159
"3228","Q8PN23",31,180
"3231","Q8PN23",36,180
"3234","Q8PN23",36,186
"3235","Q8PN23",69,211
"3241","Q8PN23",74,211
"3247","Q8PN23",74,221
"3248","Q8PN23",120,264
"3249","B2I6V6",31,180
"3251","B2I6V6",36,180
"3254","B2I6V6",36,186
"3255","B2I6V6",69,211
"3261","B2I6V6",74,211
"3267","B2I6V6",74,221
"3268","B2I6V6",146,283
"3270","B2I6V6",146,294
"3271","Q74ZK6",173,309
"3273","Q8SVJ8",95,224
"3274","Q54N72",174,310
"3276","Q9V411",485,626
"3280","Q99P77",379,518
"3285","Q0D3S3",329,473
"3287","Q0D3S3",329,479
"3291","Q0D3S3",360,504
"3295","Q0D3S3",362,504
"3301","Q0D3S3",367,504
"3306","Q0D3S3",413,563
"3307","B0CDA2",36,180
"3308","B0CDA2",69,211
"3314","B0CDA2",115,248
"3315","A1TTD3",31,159
"3317","A1TTD3",36,186
"3319","A1TTD3",69,211
"3325","A1TTD3",74,211
"3333","C1F9K2",30,179
"3334","C1F9K2",35,179
"3337","C1F9K2",35,185
"3338","C1F9K2",68,213
"3341","C1F9K2",73,213
"3344","C1F9K2",76,213
"3345","B9MDZ7",31,159
"3347","B9MDZ7",36,186
"3348","B9MDZ7",67,211
"3352","B9MDZ7",69,211
"3358","B9MDZ7",74,211
"3366","B5ELU2",36,180
"3367","B5ELU2",36,186
"3368","B5ELU2",69,211
"3372","B5ELU2",74,211
"3378","B5ELU2",120,267
"3379","A3MYB2",31,159
"3381","A3MYB2",36,180
"3382","A3MYB2",36,186
"3383","A3MYB2",67,204
"3384","A3MYB2",67,211
"3395","A3MYB2",198,345
"3396","Q7CW97",36,186
"3397","Q7CW97",69,210
"3403","Q7CW97",74,210
"3409","B6EL43",31,159
"3411","B6EL43",36,180
"3412","B6EL43",36,186
"3413","B6EL43",69,211
"3419","B6EL43",74,211
"3424","A6TQJ6",7,158
"3425","A6TQJ6",17,158
"3426","A6TQJ6",33,185
"3427","A6TQJ6",35,185
"3428","A6TQJ6",66,210
"3434","A6TQJ6",68,210
"3443","A6TQJ6",73,210
"3451","B4RZH3",16,159
"3454","B4RZH3",31,159
"3455","B4RZH3",31,180
"3460","B4RZH3",36,180
"3463","B4RZH3",36,186
"3464","B4RZH3",69,211
"3470","B4RZH3",74,211
"3475","B4RZH3",74,221
"3476","B4RZH3",120,255
"3477","B8JBP2",31,159
"3479","B8JBP2",36,186
"3480","B8JBP2",69,210
"3486","B8JBP2",74,210
"3492","A7HIF8",31,159
"3494","A7HIF8",69,210
"3500","A7HIF8",74,210
"3506","Q3MCS7",36,180
"3507","Q3MCS7",77,211
"3509","Q3MCS7",77,221
"3510","B6YRA6",34,162
"3511","B6YRA6",34,183
"3512","B6YRA6",37,183
"3513","B6YRA6",39,183
"3514","B6YRA6",67,214
"3517","B6YRA6",72,214
"3526","B6YRA6",77,214
"3534","Q5P7Z4",31,159
"3536","Q5P7Z4",36,180
"3538","Q5P7Z4",36,186
"3539","Q5P7Z4",69,211
"3548","Q5P7Z4",74,211
"3556","Q5P7Z4",165,303
"3558","B7JQ26",68,210
"3561","Q89ZI9",16,162
"3562","Q89ZI9",34,183
"3563","Q89ZI9",39,183
"3566","Q89ZI9",39,189
"3567","Q89ZI9",70,214
"3573","Q89ZI9",77,214
"3581","A7Z781",35,185
"3583","A7Z781",68,210
"3592","A7Z781",140,283
"3594","A7Z781",164,301
"3595","A1URN4",36,186
"3597","A1URN4",67,210
"3601","A1URN4",69,210
"3607","A1URN4",74,210
"3612","Q6G0S8",36,180
"3614","Q6G0S8",36,186
"3615","Q6G0S8",67,210
"3621","Q6G0S8",69,210
"3630","Q6G0S8",74,210
"3638","Q1LSJ9",31,159
"3641","Q1LSJ9",36,180
"3642","Q1LSJ9",36,186
"3643","Q1LSJ9",69,211
"3649","Q1LSJ9",74,211
"3654","Q1LSJ9",74,221
"3655","Q1LSJ9",77,211
"3657","Q1LSJ9",77,221
"3658","Q8G4U0",17,168
"3660","Q8G4U0",68,219
"3663","Q8G4U0",70,219
"3666","Q8G4U0",75,219
"3672","Q8G4U0",129,278
"3673","Q8G4U0",147,278
"3674","Q493U5",69,213
"3680","Q493U5",76,213
"3686","Q493U5",79,213
"3689","Q65ZZ3",14,160
"3690","Q65ZZ3",37,187
"3691","Q65ZZ3",78,211
"3692","A9IFF9",8,159
"3693","A9IFF9",36,186
"3694","A9IFF9",69,211
"3700","A9IFF9",74,211
"3706","A9IFF9",138,278
"3708","A5E965",69,202
"3710","A5E965",69,210
"3721","A5E965",74,202
"3722","A5E965",74,210
"3731","A5E965",77,210
"3733","Q057J0",8,159
"3734","Q057J0",31,159
"3737","Q057J0",74,210
"3741","Q057J0",77,210
"3742","A4XJS8",33,185
"3743","A4XJS8",35,185
"3744","A4XJS8",73,210
"3747","A1VXH9",10,158
"3748","A1VXH9",68,210
"3754","A1VXH9",70,210
"3762","A1VXH9",73,210
"3767","B0T310",31,159
"3768","B0T310",36,180
"3770","B0T310",36,186
"3774","B0T310",67,211
"3778","B0T310",69,211
"3784","B0T310",74,211
"3790","B0T310",120,270
"3791","Q11CP6",36,180
"3793","Q11CP6",36,186
"3797","Q11CP6",69,210
"3806","Q11CP6",74,210
"3814","Q11CP6",165,302
"3818","Q5L6R9",17,158
"3824","Q5L6R9",30,158
"3825","B8GA36",40,185
"3827","B8GA36",40,191
"3828","B8GA36",72,215
"3830","Q253F8",17,158
"3836","Q253F8",30,158
"3837","Q3B6H6",36,180
"3839","Q3B6H6",36,186
"3840","Q3B6H6",69,211
"3846","Q3B6H6",74,211
"3852","B3QRD8",36,180
"3854","B3QRD8",36,186
"3858","B3QRD8",67,211
"3862","B3QRD8",69,211
"3868","B3QRD8",74,211
"3874","A1BJ56",31,180
"3875","A1BJ56",36,180
"3878","A1BJ56",36,186
"3879","A1BJ56",69,211
"3888","A1BJ56",74,211
"3896","A1BJ56",115,246
"3897","A1BJ56",115,249
"3900","Q9Z808",17,158
"3906","Q9Z808",30,158
"3907","A8AQ74",31,159
"3909","A8AQ74",36,180
"3910","A8AQ74",36,186
"3911","A8AQ74",74,211
"3916","A8AQ74",77,211
"3918","A7GHK2",68,210
"3924","A7GHK2",69,210
"3932","A7GHK2",73,210
"3938","A7GHK2",76,210
"3940","B9E021",68,210
"3946","B9E021",73,210
"3952","Q47VL4",18,159
"3955","Q47VL4",31,159
"3956","Q47VL4",31,180
"3959","Q47VL4",36,180
"3961","Q47VL4",36,186
"3962","Q47VL4",74,211
"3966","Q47VL4",74,221
"3967","Q6NFV7",32,180
"3968","Q6NFV7",37,180
"3970","Q6NFV7",37,186
"3971","Q6NFV7",70,210
"3983","Q6NFV7",75,210
"3988","Q6NFV7",165,293
"3989","A4QG78",32,180
"3990","A4QG78",37,180
"3992","A4QG78",37,186
"3993","A4QG78",70,210
"4005","A4QG78",75,210
"4010","A4QG78",165,293
"4011","Q3ZAJ2",29,160
"4012","Q3ZAJ2",34,181
"4013","Q3ZAJ2",67,211
"4017","Q3ZAJ2",72,211
"4025","B8FUR9",30,179
"4027","B8FUR9",35,179
"4030","B8FUR9",35,185
"4031","B8FUR9",36,179
"4034","B8FUR9",36,185
"4035","B8FUR9",68,210
"4044","B8FUR9",73,210
"4052","Q6AK07",34,180
"4054","Q6AK07",34,186
"4055","Q6AK07",36,180
"4057","Q6AK07",36,186
"4058","Q6AK07",69,211
"4067","Q6AK07",74,211
"4076","Q6AK07",77,211
"4079","Q6AK07",120,248
"4080","Q6AK07",120,270
"4081","Q6AK07",138,270
"4082","A5EVP4",8,159
"4083","A5EVP4",36,186
"4084","A5EVP4",69,211
"4090","A5EVP4",74,211
"4095","A5EVP4",74,221
"4096","A5EVP4",120,271
"4097","B8E0B2",33,185
"4098","B8E0B2",35,185
"4099","B8E0B2",66,209
"4101","B8E0B2",68,209
"4104","B8E0B2",71,209
"4107","B8E0B2",73,209
"4109","B8E0B2",114,245
"4113","Q2NCX8",69,210
"4122","Q2NCX8",74,210
"4129","Q2NCX8",120,269
"4130","Q2NCX8",165,300
"4132","B1YJR9",30,179
"4133","B1YJR9",68,210
"4136","B1YJR9",119,265
"4138","B1YJR9",145,283
"4141","A6GZB7",39,189
"4142","A6GZB7",70,214
"4148","A6GZB7",118,249
"4149","A6GZB7",118,251
"4152","A6GZB7",168,304
"4153","Q2JDP2",32,180
"4156","Q2JDP2",32,186
"4157","Q2JDP2",37,180
"4159","Q2JDP2",37,186
"4163","Q2JDP2",70,203
"4164","Q2JDP2",70,211
"4183","Q2JDP2",75,203
"4184","Q2JDP2",75,211
"4191","Q2JDP2",120,271
"4192","Q2JDP2",138,271
"4193","Q2JDP2",138,274
"4194","Q2JDP2",138,285
"4196","A8L1V6",32,180
"4199","A8L1V6",32,186
"4200","A8L1V6",37,180
"4202","A8L1V6",37,186
"4209","A8L1V6",68,211
"4213","A8L1V6",70,211
"4221","A8L1V6",75,211
"4225","A8L1V6",138,274
"4226","A8L1V6",138,285
"4228","A8L1V6",365,510
"4229","Q7ND61",36,180
"4230","Q7ND61",69,211
"4233","Q7ND61",77,211
"4234","Q5FUL2",31,159
"4235","Q5FUL2",69,211
"4241","Q5FUL2",74,211
"4249","Q5FUL2",120,264
"4250","Q5FUL2",120,270
"4251","A5UDJ7",31,159
"4253","A5UDJ7",36,180
"4254","A5UDJ7",36,186
"4255","A5UDJ7",77,211
"4257","A5UDJ7",120,255
"4258","Q0I1P5",31,159
"4260","Q0I1P5",36,180
"4261","Q0I1P5",36,186
"4262","Q0I1P5",77,211
"4264","Q0I1P5",120,255
"4265","Q2S9T3",8,159
"4266","Q2S9T3",36,186
"4267","Q2S9T3",69,211
"4273","Q2S9T3",74,211
"4278","Q2S9T3",74,221
"4279","Q2S9T3",165,297
"4280","A1WY48",13,159
"4282","A1WY48",36,180
"4283","A1WY48",36,186
"4284","A1WY48",69,211
"4290","A1WY48",74,211
"4296","A1WY48",120,258
"4297","A1WY48",120,269
"4298","A1WY48",165,307
"4299","Q17Y93",7,156
"4302","Q17Y93",73,208
"4303","Q17Y93",117,269
"4304","Q7VK84",7,158
"4306","Q7VK84",73,201
"4308","Q7VK84",73,210
"4315","B5ZA69",7,156
"4318","B5ZA69",73,208
"4320","B5ZA69",117,269
"4321","A9AXD9",37,182
"4323","A9AXD9",37,188
"4324","A4G8R4",31,159
"4326","A4G8R4",34,186
"4328","A4G8R4",36,186
"4330","A4G8R4",69,211
"4336","A4G8R4",74,211
"4342","A4G8R4",138,273
"4345","Q0BZ39",36,180
"4347","Q0BZ39",36,186
"4348","Q0BZ39",69,211
"4357","Q0BZ39",74,211
"4366","Q0BZ39",120,267
"4368","Q0BZ39",120,270
"4369","Q0BZ39",198,341
"4371","A6T2D5",31,159
"4373","A6T2D5",34,186
"4375","A6T2D5",36,186
"4377","A6T2D5",69,211
"4383","A6T2D5",74,211
"4389","A6T2D5",138,273
"4392","A6WDM9",33,181
"4395","A6WDM9",33,187
"4396","A6WDM9",36,181
"4399","A6WDM9",36,187
"4406","A6WDM9",38,181
"4408","A6WDM9",38,187
"4418","A6WDM9",71,211
"4426","A6WDM9",76,211
"4430","A6WDM9",139,279
"4433","A6WDM9",139,290
"4434","A6WDM9",166,304
"4436","B2GGD9",32,180
"4437","B2GGD9",37,180
"4439","B2GGD9",37,186
"4440","B2GGD9",68,210
"4444","B2GGD9",70,210
"4452","B2GGD9",75,210
"4456","B2GGD9",138,273
"4457","B2GGD9",165,294
"4459","B2GGD9",165,303
"4460","Q5FKH5",70,212
"4466","Q5FKH5",166,306
"4467","B3WE52",7,158
"4468","B3WE52",68,210
"4474","B3WE52",73,210
"4479","B3WE52",145,283
"4481","B3WE52",145,293
"4483","B3WE52",164,293
"4484","B3WE52",164,306
"4485","Q043W1",68,210
"4491","Q5ZS70",8,159
"4492","Q5ZS70",36,186
"4494","Q5ZS70",69,211
"4500","Q5ZS70",74,211
"4505","Q5ZS70",75,211
"4510","Q5ZS70",120,256
"4511","Q04Q90",70,213
"4514","Q04Q90",75,213
"4517","Q04Q90",166,310
"4520","B0SRT7",14,160
"4521","B0SRT7",19,160
"4523","B0SRT7",70,213
"4526","B0SRT7",75,213
"4529","B0SRT7",166,311
"4533","B1N057",69,211
"4539","B1N057",146,284
"4541","B1N057",165,302
"4543","Q71ZD3",30,179
"4545","Q71ZD3",33,179
"4548","Q71ZD3",35,179
"4551","Q71ZD3",68,210
"4553","Q71ZD3",164,301
"4554","A0LCZ3",31,159
"4555","A0LCZ3",69,211
"4564","A0LCZ3",74,211
"4575","A0LCZ3",120,251
"4576","A0LCZ3",165,306
"4577","A1TYY4",8,159
"4578","A1TYY4",31,180
"4580","A1TYY4",36,180
"4583","A1TYY4",36,186
"4584","A1TYY4",69,211
"4588","A1TYY4",74,211
"4592","A1TYY4",120,255
"4593","A9VYM4",36,180
"4595","A9VYM4",36,186
"4599","A9VYM4",69,210
"4608","A9VYM4",74,210
"4616","B0UMS4",31,180
"4617","B0UMS4",36,180
"4619","B0UMS4",36,186
"4620","B0UMS4",69,210
"4629","B0UMS4",74,210
"4637","Q2RKZ8",35,179
"4639","Q2RKZ8",35,185
"4640","Q2RKZ8",68,210
"4646","Q2RKZ8",73,210
"4652","Q2RKZ8",119,271
"4653","A1KLD6",32,180
"4654","A1KLD6",37,180
"4656","A1KLD6",37,186
"4657","A1KLD6",70,210
"4669","A1KLD6",75,210
"4674","A1KLD6",138,282
"4676","A1KLD6",165,293
"4677","A4T2J4",32,180
"4678","A4T2J4",37,180
"4680","A4T2J4",37,186
"4681","A4T2J4",70,210
"4693","A4T2J4",75,210
"4698","A4T2J4",120,267
"4699","A4T2J4",138,282
"4700","A4T2J4",165,293
"4701","A4T2J4",165,302
"4704","B8ZRN3",32,180
"4705","B8ZRN3",37,180
"4707","B8ZRN3",37,186
"4708","B8ZRN3",70,210
"4720","B8ZRN3",75,210
"4725","B8ZRN3",120,267
"4726","B8ZRN3",138,282
"4727","B8ZRN3",165,293
"4728","A9BK05",38,188
"4729","A9BK05",43,188
"4730","A9BK05",69,213
"4734","A9BK05",71,213
"4740","A9BK05",76,213
"4745","A9BK05",117,253
"4749","B4S5P1",36,180
"4751","B4S5P1",36,186
"4752","B4S5P1",69,211
"4758","B4S5P1",74,211
"4766","B4S5P1",77,211
"4768","A2C050",77,211
"4770","B4F2A8",36,180
"4771","B4F2A8",36,186
"4772","B4F2A8",74,211
"4777","Q7TUR3",36,180
"4778","Q7TUR3",77,211
"4780","Q15PF0",31,159
"4781","Q15PF0",31,180
"4784","Q15PF0",36,180
"4786","Q15PF0",36,186
"4787","Q15PF0",146,300
"4788","Q15PF0",165,300
"4789","A6VBV3",31,180
"4791","A6VBV3",36,180
"4794","A6VBV3",36,186
"4799","A6VBV3",69,211
"4805","A6VBV3",120,255
"4806","B8H9P2",32,180
"4807","B8H9P2",70,210
"4815","B8H9P2",75,210
"4819","B8H9P2",165,296
"4821","Q1IF13",31,180
"4823","Q1IF13",36,180
"4826","Q1IF13",36,186
"4831","Q1IF13",74,211
"4836","Q1IF13",120,255
"4837","Q1IF13",146,284
"4838","Q4K5T8",31,180
"4840","Q4K5T8",36,180
"4843","Q4K5T8",36,186
"4844","Q4K5T8",74,211
"4849","Q4K5T8",120,255
"4850","A4XYL2",31,180
"4852","A4XYL2",36,180
"4855","A4XYL2",36,186
"4856","A4XYL2",165,297
"4857","A5VYC6",31,180
"4859","A5VYC6",36,180
"4862","A5VYC6",36,186
"4863","A5VYC6",74,211
"4868","A5VYC6",120,255
"4869","A5VYC6",146,284
"4870","A1SSB6",16,159
"4876","A1SSB6",31,159
"4877","A1SSB6",31,180
"4880","A1SSB6",36,180
"4882","A1SSB6",36,186
"4883","A1SSB6",77,211
"4885","A1SSB6",165,305
"4886","Q8XVL0",31,159
"4888","Q8XVL0",36,186
"4889","Q8XVL0",69,211
"4895","Q8XVL0",74,211
"4901","Q8XVL0",138,274
"4903","Q8XVL0",198,343
"4904","A7NRU6",38,183
"4906","A7NRU6",38,189
"4907","Q5LRY4",34,186
"4908","Q5LRY4",36,186
"4909","Q5LRY4",67,210
"4915","Q5LRY4",69,210
"4924","Q5LRY4",74,210
"4932","Q5LRY4",120,269
"4933","A1AW67",16,159
"4936","A1AW67",31,159
"4937","A1AW67",69,210
"4945","A1AW67",74,210
"4951","Q21M07",8,159
"4952","Q21M07",36,186
"4953","Q21M07",69,211
"4957","Q21M07",74,211
"4961","Q2S3C0",11,158
"4962","Q2S3C0",31,179
"4963","Q2S3C0",36,179
"4965","Q2S3C0",36,185
"4966","Q2S3C0",164,301
"4967","Q2S3C0",164,312
"4968","Q12K23",31,159
"4971","Q12K23",36,186
"4972","Q12K23",69,211
"4976","Q12K23",74,211
"4980","A3QB95",31,159
"4983","A3QB95",36,186
"4984","A3QB95",69,211
"4990","A3QB95",74,211
"4995","A3QB95",77,211
"4997","B8CSY3",31,159
"5000","B8CSY3",36,186
"5001","B8CSY3",69,211
"5007","B8CSY3",74,211
"5012","B8CSY3",74,221
"5013","A0L072",31,159
"5015","A0L072",36,186
"5016","A0L072",69,211
"5020","A0L072",74,211
"5024","A0L072",77,211
"5026","B1KGH1",31,159
"5029","B1KGH1",36,186
"5030","B1KGH1",69,211
"5036","B1KGH1",74,211
"5041","B1KGH1",74,221
"5042","Q32BF0",31,159
"5044","Q32BF0",36,180
"5045","Q32BF0",36,186
"5046","Q32BF0",74,211
"5051","Q32BF0",77,211
"5053","A6UDV6",31,159
"5054","A6UDV6",36,186
"5055","A6UDV6",69,210
"5061","A6UDV6",74,210
"5067","Q2NW34",31,159
"5069","Q2NW34",36,180
"5070","Q2NW34",36,186
"5071","Q2NW34",74,211
"5076","Q2NW34",77,211
"5078","A9FJF8",36,180
"5080","A9FJF8",36,186
"5081","A5VD74",69,210
"5090","A5VD74",74,210
"5099","A5VD74",120,269
"5100","Q82C85",32,180
"5103","Q82C85",32,186
"5104","Q82C85",37,180
"5106","Q82C85",37,186
"5110","Q82C85",70,210
"5122","Q82C85",75,210
"5127","Q82C85",138,284
"5129","B4SP14",13,159
"5131","B4SP14",16,159
"5135","B4SP14",31,180
"5138","B4SP14",36,180
"5141","B4SP14",36,186
"5142","B4SP14",69,211
"5148","B4SP14",74,211
"5154","B4SP14",74,221
"5155","Q99Z94",70,212
"5161","Q99Z94",77,212
"5162","Q99Z94",166,309
"5163","B1IBL9",68,210
"5169","B1IBL9",75,210
"5170","B1IBL9",164,311
"5171","P0DB53",70,212
"5177","P0DB53",77,212
"5178","P0DB53",166,309
"5179","A4W0M2",9,160
"5180","A4W0M2",32,181
"5182","A4W0M2",37,181
"5185","A4W0M2",70,212
"5191","A4W0M2",77,212
"5192","A6QB70",7,158
"5194","A6QB70",68,210
"5197","A6QB70",73,210
"5200","A6QB70",164,313
"5201","A0LPF9",31,159
"5204","A0LPF9",36,180
"5206","A0LPF9",36,186
"5207","A0LPF9",64,211
"5208","A0LPF9",69,211
"5211","A0LPF9",74,211
"5214","Q3AM97",36,180
"5215","Q3AM97",77,211
"5217","Q3AM97",120,270
"5218","Q8DGG4",36,180
"5219","Q8DGG4",41,180
"5220","Q8DGG4",120,270
"5221","B2S3Y1",37,188
"5222","B2S3Y1",122,266
"5223","Q83MU8",19,164
"5224","Q83MU8",42,191
"5225","Q83MU8",47,191
"5226","Q9PQ29",31,159
"5227","Q9PQ29",69,210
"5239","A1WPR5",31,159
"5241","A1WPR5",36,186
"5242","A1WPR5",69,211
"5248","A1WPR5",74,211
"5256","A1WPR5",146,281
"5257","A5CX17",16,159
"5259","A5CX17",69,210
"5263","A5CX17",74,210
"5267","B7VID5",31,159
"5269","B7VID5",36,180
"5270","B7VID5",36,186
"5271","B7VID5",69,211
"5280","B7VID5",74,211
"5285","B7VID5",77,211
"5287","Q8DEC6",31,159
"5289","Q8DEC6",36,180
"5290","Q8DEC6",36,186
"5291","Q8DEC6",69,211
"5297","Q8DEC6",74,211
"5302","Q8DEC6",77,211
"5304","Q73HQ3",34,186
"5305","Q73HQ3",36,186
"5306","Q73HQ3",69,210
"5315","Q73HQ3",74,210
"5323","Q73HQ3",77,210
"5325","Q7MA28",7,158
"5327","Q7MA28",68,210
"5330","Q7MA28",73,210
"5333","C0R5N5",34,186
"5334","C0R5N5",36,186
"5335","C0R5N5",69,210
"5344","C0R5N5",74,210
"5352","C0R5N5",77,210
"5354","B4RD64",31,179
"5355","B4RD64",36,179
"5357","B4RD64",36,185
"5358","B4RD64",67,210
"5364","B4RD64",69,210
"5376","B4RD64",74,210
"5381","B4RD64",119,266
"5382","B4RD64",119,269
"5383","Q6A9H8",11,162
"5384","Q6A9H8",39,189
"5385","Q6A9H8",72,213
"5394","Q6A9H8",77,213
"5402","Q6A9H8",141,275
"5403","Q6A9H8",141,286
"5405","Q48NL2",31,180
"5407","Q3IFF6",31,159
"5408","Q3IFF6",31,180
"5410","Q3IFF6",36,180
"5413","Q3IFF6",36,186
"5418","Q3IFF6",74,211
"5423","Q3IFF6",146,289
"5424","A8F478",39,189
"5425","A8F478",70,214
"5429","A8F478",72,214
"5435","A8F478",77,214
"5441","Q3K6K9",31,180
"5443","Q3K6K9",36,180
"5446","Q3K6K9",36,186
"5447","Q3K6K9",74,211
"5452","Q88Q08",31,180
"5454","Q88Q08",36,180
"5457","Q88Q08",36,186
"5458","Q88Q08",74,211
"5463","Q88Q08",120,255
"5464","Q88Q08",146,284
"5465","B3PRZ3",36,186
"5466","B3PRZ3",69,210
"5472","B3PRZ3",74,210
"5478","Q0SH51",9,159
"5479","Q0SH51",32,180
